route_id,route_short_name,route_long_name,avg_headway_min,headway_std,peak_trip_count,stops_served,headway_score,variability_score,crowding_risk_score,risk_rank
472,256,Balewadi Depot to Pune Station Moledina Stand (UP),35.92021189894051,91.73789801865085,27,39,0.052243168572679854,0.33473608485384193,0.13699104345702848,324
323,189,Dhangar Vasti to Hadapsar Gadital (UP),36.61147902869757,90.25680691988835,22,22,0.053282812509611116,0.32933183376002634,0.13609751888473567,325
411,216,Bharati Vidyapeeth to Shivaji Nagar (DOWN),35.71713147410359,90.22639337364768,24,24,0.051937742025832,0.32922085987011823,0.13512267737911787,326
372,207A,Hadapsar Gadital to Saswad (DOWN),35.3921568627451,90.03666604065647,27,41,0.05144899047117008,0.3285285768986649,0.1345728663994185,327
73,121,Ma Na Pa Main Stand to Bhosari Terminal (DOWN),35.7479674796748,89.05636262889641,27,29,0.051984118404588144,0.324951615434443,0.1338743675135446,328
149,140,Upper Depot to Pune Station Jayprakash Stand (DOWN),34.9,89.37637772266618,24,28,0.0507088020890726,0.32611929642448323,0.13333195038969578,329
386,209,Saswad to Katraj Kondhwa Road (UP),35.06776379477251,88.82930050622247,30,48,0.050961113539398785,0.3241231041255505,0.1329097107152443,330
55,118,Vadgaon Budruk Stand to Swargate Natraj Stand (UP),34.168377823408626,89.64651883673005,24,22,0.04960846543588184,0.3271049956919922,0.13285742451271496,331
545,29,Swargate to Alandi (DOWN),33.71961805555556,88.38514778971948,32,51,0.04893354491427237,0.32250246593118964,0.13100422121934754,332
505,283,Kumbare Park to Pune Station Moledina Stand (DOWN),125.0,0.0,1,9,0.18621635725146826,0.0,0.13035145007602778,333
322,188,Hadapsar Gadital to Katraj Kondhwa Road (DOWN),33.57446808510638,87.7738513151277,29,42,0.048715243941714524,0.3202719484132473,0.13018225528317434,334
324,189,Hadapsar Gadital to Dhangar Vasti (DOWN),33.62903225806452,87.0233655136608,25,22,0.04879730673502213,0.3175335525665237,0.12941818048447262,335
178,149,Nigdi Bhakti Shakti Stand to Hadapsar Gadital (UP),28.668376865671643,91.78271022575154,35,86,0.04133663765370899,0.3348995970236487,0.1294055254646909,336
60,119,Alandi to Ma Na Pa Daphale Garage (UP),33.952429149797574,86.43268292128074,32,44,0.049283685449182664,0.3153782516207312,0.12911205530064723,337
538,298,Chinchwadgaon to Gujarwadi Pmt Bus Stand (UP),33.065561959654175,86.95721973100656,33,60,0.047949865197350526,0.31729219778520124,0.12875256497370574,338
740,358A,Bhamchandra Vidhyalay Vasuli to Bhosari Chakan Road (UP),71.25,49.539014161069375,3,55,0.10537805436602135,0.18075948987215812,0.12799248501786237,339
666,331,Pimple Saudagar- Mahadev Mandir / Pimple Saudagar to Bhosari Gavhane Vasti (UP),33.18014705882353,86.10147044469728,27,36,0.04812219756856562,0.31416971327332155,0.1279364522799924,340
544,29,Alandi to Swargate (UP),32.93913043478261,86.12747721665956,32,50,0.04775971617592101,0.3142646075886956,0.1277111835997534,341
539,298,Gujarwadi Pmt Bus Stand to Chinchwadgaon Aundh Road / Chinchwadgaon (DOWN),32.66344725111441,85.25830658265404,33,58,0.047345097372166696,0.311093150847472,0.1264695134147583,342
72,121,Bhosari Terminal to Ma Na Pa Main Stand (UP),31.923076923076923,85.27579880404369,30,30,0.046231603775417074,0.3111569770068873,0.12570921574485816,343
