route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
19,WEEKDAY,trip_19_0,Pune Station Moledina Stand,1,shape_19
18,WEEKDAY,trip_18_0,Sutardara,0,shape_18
19,WEEKDAY,trip_19_1,Pune Station Moledina Stand,1,shape_19
19,WEEKDAY,trip_19_2,Pune Station Moledina Stand,1,shape_19
18,WEEKDAY,trip_18_1,Sutardara,0,shape_18
19,WEEKDAY,trip_19_3,Pune Station Moledina Stand,1,shape_19
18,WEEKDAY,trip_18_2,Sutardara,0,shape_18
19,WEEKDAY,trip_19_4,Pune Station Moledina Stand,1,shape_19
18,WEEKDAY,trip_18_3,Sutardara,0,shape_18
13,WEEKDAY,trip_13_0,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_0,Katraj,0,shape_10
13,WEEKDAY,trip_13_1,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_2,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_3,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_4,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_5,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_6,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_7,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_8,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_9,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_10,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_11,Kothrud Depot,1,shape_13
13,WEEKDAY,trip_13_12,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_1,Katraj,0,shape_10
13,WEEKDAY,trip_13_13,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_2,Katraj,0,shape_10
13,WEEKDAY,trip_13_14,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_3,Katraj,0,shape_10
13,WEEKDAY,trip_13_15,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_4,Katraj,0,shape_10
13,WEEKDAY,trip_13_16,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_5,Katraj,0,shape_10
13,WEEKDAY,trip_13_17,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_6,Katraj,0,shape_10
13,WEEKDAY,trip_13_18,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_7,Katraj,0,shape_10
13,WEEKDAY,trip_13_19,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_8,Katraj,0,shape_10
13,WEEKDAY,trip_13_20,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_9,Katraj,0,shape_10
13,WEEKDAY,trip_13_21,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_10,Katraj,0,shape_10
13,WEEKDAY,trip_13_22,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_11,Katraj,0,shape_10
13,WEEKDAY,trip_13_23,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_12,Katraj,0,shape_10
13,WEEKDAY,trip_13_24,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_13,Katraj,0,shape_10
13,WEEKDAY,trip_13_25,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_14,Katraj,0,shape_10
13,WEEKDAY,trip_13_26,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_15,Katraj,0,shape_10
13,WEEKDAY,trip_13_27,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_16,Katraj,0,shape_10
13,WEEKDAY,trip_13_28,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_17,Katraj,0,shape_10
13,WEEKDAY,trip_13_29,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_18,Katraj,0,shape_10
13,WEEKDAY,trip_13_30,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_19,Katraj,0,shape_10
13,WEEKDAY,trip_13_31,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_20,Katraj,0,shape_10
13,WEEKDAY,trip_13_32,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_21,Katraj,0,shape_10
13,WEEKDAY,trip_13_33,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_22,Katraj,0,shape_10
13,WEEKDAY,trip_13_34,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_23,Katraj,0,shape_10
13,WEEKDAY,trip_13_35,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_24,Katraj,0,shape_10
13,WEEKDAY,trip_13_36,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_25,Katraj,0,shape_10
13,WEEKDAY,trip_13_37,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_26,Katraj,0,shape_10
13,WEEKDAY,trip_13_38,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_27,Katraj,0,shape_10
13,WEEKDAY,trip_13_39,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_28,Katraj,0,shape_10
13,WEEKDAY,trip_13_40,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_29,Katraj,0,shape_10
13,WEEKDAY,trip_13_41,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_30,Katraj,0,shape_10
13,WEEKDAY,trip_13_42,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_31,Katraj,0,shape_10
13,WEEKDAY,trip_13_43,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_32,Katraj,0,shape_10
13,WEEKDAY,trip_13_44,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_33,Katraj,0,shape_10
13,WEEKDAY,trip_13_45,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_34,Katraj,0,shape_10
13,WEEKDAY,trip_13_46,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_35,Katraj,0,shape_10
13,WEEKDAY,trip_13_47,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_36,Katraj,0,shape_10
13,WEEKDAY,trip_13_48,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_37,Katraj,0,shape_10
13,WEEKDAY,trip_13_49,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_38,Katraj,0,shape_10
13,WEEKDAY,trip_13_50,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_39,Katraj,0,shape_10
13,WEEKDAY,trip_13_51,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_40,Katraj,0,shape_10
13,WEEKDAY,trip_13_52,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_41,Katraj,0,shape_10
13,WEEKDAY,trip_13_53,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_42,Katraj,0,shape_10
13,WEEKDAY,trip_13_54,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_43,Katraj,0,shape_10
13,WEEKDAY,trip_13_55,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_44,Katraj,0,shape_10
13,WEEKDAY,trip_13_56,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_45,Katraj,0,shape_10
13,WEEKDAY,trip_13_57,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_46,Katraj,0,shape_10
13,WEEKDAY,trip_13_58,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_47,Katraj,0,shape_10
13,WEEKDAY,trip_13_59,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_48,Katraj,0,shape_10
13,WEEKDAY,trip_13_60,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_49,Katraj,0,shape_10
13,WEEKDAY,trip_13_61,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_50,Katraj,0,shape_10
13,WEEKDAY,trip_13_62,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_51,Katraj,0,shape_10
13,WEEKDAY,trip_13_63,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_52,Katraj,0,shape_10
13,WEEKDAY,trip_13_64,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_53,Katraj,0,shape_10
13,WEEKDAY,trip_13_65,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_54,Katraj,0,shape_10
13,WEEKDAY,trip_13_66,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_55,Katraj,0,shape_10
13,WEEKDAY,trip_13_67,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_56,Katraj,0,shape_10
13,WEEKDAY,trip_13_68,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_57,Katraj,0,shape_10
13,WEEKDAY,trip_13_69,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_58,Katraj,0,shape_10
13,WEEKDAY,trip_13_70,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_59,Katraj,0,shape_10
13,WEEKDAY,trip_13_71,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_60,Katraj,0,shape_10
13,WEEKDAY,trip_13_72,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_61,Katraj,0,shape_10
13,WEEKDAY,trip_13_73,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_62,Katraj,0,shape_10
13,WEEKDAY,trip_13_74,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_63,Katraj,0,shape_10
13,WEEKDAY,trip_13_75,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_64,Katraj,0,shape_10
13,WEEKDAY,trip_13_76,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_65,Katraj,0,shape_10
13,WEEKDAY,trip_13_77,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_66,Katraj,0,shape_10
13,WEEKDAY,trip_13_78,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_67,Katraj,0,shape_10
10,WEEKDAY,trip_10_68,Katraj,0,shape_10
13,WEEKDAY,trip_13_79,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_69,Katraj,0,shape_10
13,WEEKDAY,trip_13_80,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_70,Katraj,0,shape_10
10,WEEKDAY,trip_10_71,Katraj,0,shape_10
10,WEEKDAY,trip_10_72,Katraj,0,shape_10
10,WEEKDAY,trip_10_73,Katraj,0,shape_10
10,WEEKDAY,trip_10_74,Katraj,0,shape_10
10,WEEKDAY,trip_10_75,Katraj,0,shape_10
10,WEEKDAY,trip_10_76,Katraj,0,shape_10
10,WEEKDAY,trip_10_77,Katraj,0,shape_10
10,WEEKDAY,trip_10_78,Katraj,0,shape_10
10,WEEKDAY,trip_10_79,Katraj,0,shape_10
10,WEEKDAY,trip_10_80,Katraj,0,shape_10
14,WEEKDAY,trip_14_0,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_0,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_1,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_2,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_3,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_4,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_5,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_6,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_7,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_8,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_9,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_10,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_1,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_11,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_2,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_12,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_3,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_13,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_4,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_14,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_5,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_6,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_7,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_8,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_9,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_10,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_11,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_12,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_13,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_14,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_15,Dsk Vishwa,1,shape_15
16,WEEKDAY,trip_16_0,Ganpati Matha,0,shape_16
16,WEEKDAY,trip_16_1,Ganpati Matha,0,shape_16
16,WEEKDAY,trip_16_2,Ganpati Matha,0,shape_16
16,WEEKDAY,trip_16_3,Ganpati Matha,0,shape_16
16,WEEKDAY,trip_16_4,Ganpati Matha,0,shape_16
7,WEEKDAY,trip_7_0,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_1,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_2,Hinjawadi Maan Phase 3,1,shape_7
17,WEEKDAY,trip_17_0,Pimplegurav,1,shape_17
7,WEEKDAY,trip_7_3,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_4,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_5,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_6,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_7,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_8,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_9,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_10,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_11,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_12,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_13,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_14,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_15,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_16,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_17,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_18,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_19,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_20,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_21,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_22,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_23,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_24,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_25,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_26,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_27,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_28,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_29,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_30,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_31,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_32,Hinjawadi Maan Phase 3,1,shape_7
17,WEEKDAY,trip_17_1,Pimplegurav,1,shape_17
7,WEEKDAY,trip_7_33,Hinjawadi Maan Phase 3,1,shape_7
17,WEEKDAY,trip_17_2,Pimplegurav,1,shape_17
7,WEEKDAY,trip_7_34,Hinjawadi Maan Phase 3,1,shape_7
17,WEEKDAY,trip_17_3,Pimplegurav,1,shape_17
7,WEEKDAY,trip_7_35,Hinjawadi Maan Phase 3,1,shape_7
17,WEEKDAY,trip_17_4,Pimplegurav,1,shape_17
7,WEEKDAY,trip_7_36,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_37,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_38,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_39,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_40,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_41,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_42,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_43,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_44,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_0,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_45,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_46,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_47,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_48,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_49,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_50,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_51,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_52,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_53,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_54,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_55,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_0,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_56,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_57,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_1,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_58,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_2,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_59,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_3,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_4,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_60,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_5,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_61,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_6,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_62,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_7,Vasant Talkies,0,shape_36
37,WEEKDAY,trip_37_0,Sangvi Vasantdada Putala,1,shape_37
36,WEEKDAY,trip_36_8,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_63,Hinjawadi Maan Phase 3,1,shape_7
36,WEEKDAY,trip_36_9,Vasant Talkies,0,shape_36
7,WEEKDAY,trip_7_64,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_65,Hinjawadi Maan Phase 3,1,shape_7
37,WEEKDAY,trip_37_1,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_2,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_3,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_4,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_5,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_6,Sangvi Vasantdada Putala,1,shape_37
6,WEEKDAY,trip_6_1,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
37,WEEKDAY,trip_37_7,Sangvi Vasantdada Putala,1,shape_37
6,WEEKDAY,trip_6_2,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
37,WEEKDAY,trip_37_8,Sangvi Vasantdada Putala,1,shape_37
6,WEEKDAY,trip_6_3,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
37,WEEKDAY,trip_37_9,Sangvi Vasantdada Putala,1,shape_37
6,WEEKDAY,trip_6_4,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_5,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_6,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_7,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_8,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_9,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_10,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_11,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_12,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_13,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_14,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_15,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_16,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_17,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_18,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_19,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_20,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_21,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_22,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_23,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_24,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_25,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_26,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_27,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_28,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_29,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_30,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_31,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_32,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_33,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_34,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_35,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_36,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_37,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_38,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_39,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_40,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_41,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_42,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_43,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_44,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_45,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_46,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_47,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_48,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_49,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_50,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_51,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_52,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_53,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_54,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_55,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_56,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_57,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_58,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_59,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_60,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_61,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_62,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
39,WEEKDAY,trip_39_0,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_0,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_1,Bajirao Padale Chowk Mhalunge,1,shape_39
39,WEEKDAY,trip_39_2,Bajirao Padale Chowk Mhalunge,1,shape_39
39,WEEKDAY,trip_39_3,Bajirao Padale Chowk Mhalunge,1,shape_39
39,WEEKDAY,trip_39_4,Bajirao Padale Chowk Mhalunge,1,shape_39
39,WEEKDAY,trip_39_5,Bajirao Padale Chowk Mhalunge,1,shape_39
39,WEEKDAY,trip_39_6,Bajirao Padale Chowk Mhalunge,1,shape_39
39,WEEKDAY,trip_39_7,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_1,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_8,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_2,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_9,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_3,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_10,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_4,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_11,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_5,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_12,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_6,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_13,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_7,Ma Na Pa Main Gate,0,shape_38
39,WEEKDAY,trip_39_14,Bajirao Padale Chowk Mhalunge,1,shape_39
38,WEEKDAY,trip_38_8,Ma Na Pa Main Gate,0,shape_38
