route_id,agency_id,route_short_name,route_long_name,route_type
1267,PMPML,332,Nigdi Pawale Chowk to Tata Motors Bebadohal (DOWN),3
670,PMPML,333,Hinjawadi Maan Phase 3 to Pune Station Moledina Stand (UP),3
671,PMPML,333,Pune Station Moledina Stand to Hinjawadi Maan Phase 3 (DOWN),3
672,PMPML,334,Gharkul Vasahat Chikhali to Pimprigaon (UP),3
673,PMPML,334,Pimprigaon to Gharkul Vasahat Chikhali (DOWN),3
678,PMPML,336,Nigdi Bhakti Shakti to Kesnand Phata Wagholi (UP),3
679,PMPML,336,Wagholi Kesnand Phata to Bhakti Shakti Stand (DOWN),3
1326,PMPML,337,Dsk Vishwa to Nigdi Bhakti Shakti Stand (UP),3
1327,PMPML,337,Nigdi Bhakti Shakti Stand to Dsk Vishwa (DOWN),3
682,PMPML,339,Sant Nagar Rto Office to Gujarwadi Pmt Bus Stand (UP),3
683,PMPML,339,Gujarwadi Pmt Bus Stand to Sant Nagar Rto Office (DOWN),3
684,PMPML,340,Alandi to Nigdi Pawale Chowk (UP),3
685,PMPML,340,Nigdi Pawale Chowk to Alandi (DOWN),3
686,PMPML,341,Urse Gaon Vasudev Aashram to Nigdi Pawale Chowk (UP),3
687,PMPML,341,Nigdi Pawale Chowk to Urse Gaon Vasudev Aashram (DOWN),3
694,PMPML,343,Talegaon Dhabhade Maruti Mandir to Chakan Ambethan Chowk (UP),3
695,PMPML,343,Chakan Ambethan Chowk to Talegaon Dhabhade Maruti Mandir (DOWN),3
696,PMPML,344,Baner Depot to Alandi (UP),3
697,PMPML,344,Alandi to Baner Depot (DOWN),3
698,PMPML,345,Hinjawadi Maan Phase 3 to Bhosari Terminal (UP),3
699,PMPML,345,Bhosari Terminal to Hinjawadi Maan Phase 3 (DOWN),3
700,PMPML,346,Bhosari Pmt Chowk to Kesnand Phata Wagholi (UP),3
701,PMPML,346,Wagholi Kesnand Phata to Bhosari Pmt Chowk (DOWN),3
704,PMPML,348,Nigdi Bhakti Shakti to Pune Station Moledina Stand (UP),3
705,PMPML,348,Pune Station Moledina Stand to Nigdi Bhakti Shakti (DOWN),3
708,PMPML,350,Sant Tukaram Maharaj Krida Sankul Dehugaon to Nigdi Tilak Chowk (UP),3
709,PMPML,350,Nigdi Tilak Chowk to Sant Tukaram Maharaj Krida Sankul Dehugaon (DOWN),3
712,PMPML,351,Jambe to Alandi (UP),3
713,PMPML,351,Alandi to Jambe (DOWN),3
722,PMPML,353,Shikrapur Phata to Chakan Ambethan Chowk (UP),3
723,PMPML,353,Chakan Ambethan Chowk to Shikrapur Phata (DOWN),3
726,PMPML,354,Pimprigaon to Marketyard Depot (UP),3
727,PMPML,354,Marketyard Depot to Pimprigaon (DOWN),3
730,PMPML,355,Nageshwar Vidyalaya Chikhli to Radha Hotel (UP),3
733,PMPML,355,Radha Hotel to Nageshwar Vidyalaya Chikhli (DOWN),3
738,PMPML,357,Bhosari Terminal to Pune Station Sassoon Road (UP),3
739,PMPML,357,Pune Station Sassoon Road to Bhosari Terminal (DOWN),3
740,PMPML,358A,Bhamchandra Vidhyalay Vasuli to Bhosari Chakan Road (UP),3
741,PMPML,358A,Bhosari Chakan Road to Bhamchandra Vidhyalay Vasuli (DOWN),3
746,PMPML,358,Rajguru Nagar Low Collage to Bhosari Chakan Road (UP),3
747,PMPML,358,Bhosari Chakan Road to Rajguru Nagar Low Collage (DOWN),3
752,PMPML,35,Mukai Chowk to Ma Na Pa Dengle Pul Nadikathi (UP),3
757,PMPML,35,Ma Na Pa Dengle Pul Nadikhathi to Mukai Chowk (DOWN),3
760,PMPML,360,Bajirao Padale Chowk Mhalunge to Alandi (UP),3
761,PMPML,360,Alandi to Bajirao Padale Chowk Mhalunge (DOWN),3
762,PMPML,361,Bhosari Pmt Chowk to Alandi (UP),3
763,PMPML,361,Alandi to Bhosari Pmt Chowk (DOWN),3
766,PMPML,362,Ycm Hospital to Alandi (UP),3
767,PMPML,362,Alandi to Ycm Hospital (DOWN),3
773,PMPML,363,Samir Lawns Ravet to Pimpri Road (UP),3
777,PMPML,363,Pimpri Road to Samir Lawns Ravet (DOWN),3
780,PMPML,366,Nigdi Bhakti Shakti to Pune Station Depot (UP),3
781,PMPML,366,Pune Station Depot to Nigdi Bhakti Shakti (DOWN),3
784,PMPML,367,Mukai Chowk to Bhosari Gavhane Vasti (UP),3
787,PMPML,367,Bhosari Gavhane Vasti to Mukai Chowk (DOWN),3
788,PMPML,368,Lonavala Railway Station to Nigdi Pawale Chowk (UP),3
789,PMPML,368,Nigdi Pawale Chowk to Lonavala Railway Station (DOWN),3
792,PMPML,369,Bhamchandra Vidhyalay Vasuli to Nigdi Tilak Chowk (UP),3
793,PMPML,369,Nigdi Tilak Chowk to Bhamchandra Vidhyalay Vasuli (DOWN),3
800,PMPML,371,Takve Bhoyregaon to Nigdi Pawale Chowk (UP),3
801,PMPML,371,Nigdi Pawale Chowk to Takve Bhoyregaon (DOWN),3
804,PMPML,372,Megapolis Phase 3 to Nigdi Bhakti Shakti Stand (UP),3
807,PMPML,372,Nigdi Bhakti Shakti Stand to Megapolis Phase 3 (DOWN),3
815,PMPML,374,Virbaba Chowk Sai Nagar to Nigdi Pawale Chowk (UP),3
816,PMPML,374,Nigdi Pawale Chowk to Virbaba Chowk Sai Nagar (DOWN),3
833,PMPML,381,Megapolis Phase 3 to Nageshwar Vidyalaya Chikhli (UP),3
834,PMPML,381,Nageshwar Vidyalaya Chikhli to Megapolis Phase 3 (DOWN),3
835,PMPML,38,Na Ta Wadi to Dhankawadi (UP),3
836,PMPML,38,Dhankawadi to Na Ta Wadi (DOWN),3
842,PMPML,42,Nigdi Bhakti Shakti to Gujarwadi Pmt Bus Stand (UP),3
843,PMPML,42,Gujarwadi Pmt Bus Stand to Nigdi Bhakti Shakti (DOWN),3
847,PMPML,43A,Hinjawadi Maan Phase 3 to Katraj (UP),3
849,PMPML,43A,Katraj to Hinjawadi Maan Phase 3 (DOWN),3
850,PMPML,43,Nigdi Bhakti Shakti Stand to Katraj (UP),3
851,PMPML,43,Katraj to Nigdi Bhakti Shakti (DOWN),3
854,PMPML,44,Akurdi Railway Station to Katraj (UP),3
855,PMPML,44,Katraj to Akurdi Railway Station (DOWN),3
858,PMPML,47,Sanaswadi Nandoshi to Swargate (UP),3
859,PMPML,47,Swargate to Sanaswadi Nandoshi (DOWN),3
860,PMPML,4,Shivaji Nagar to Swargate (UP),3
861,PMPML,4,Swargate to Shivaji Nagar (DOWN),3
866,PMPML,50,Sinhgad to Shaniwarwada Stand (UP),3
873,PMPML,50,Shaniwarwada Stand to Sinhgad (DOWN),3
876,PMPML,51,Dsk Vishwa to Shivaji Nagar (UP),3
877,PMPML,51,Shivaji Nagar to Dsk Vishwa (DOWN),3
878,PMPML,52A,Varasgaon Goradwadi to Swargate (UP),3
879,PMPML,52A,Swargate to Varasgaon Goradwadi (DOWN),3
885,PMPML,52,Manerwadi Phata Khanapur to Swargate (UP),3
887,PMPML,52,Swargate to Manerwadi Phata Khanapur (DOWN),3
890,PMPML,55,Shanipar Stand to Suncity (UP),3
891,PMPML,55,Suncity to Shanipar Stand (DOWN),3
894,PMPML,57,Vadgaon Budruk Stand to Pune Station Jayprakash Stand (UP),3
895,PMPML,57,Pune Station Jayprakash Stand to Vadgaon Budruk Stand (DOWN),3
896,PMPML,58,Gokhale Nagar Police Line to Shanipar Stand (UP),3
897,PMPML,58,Shanipar Stand to Gokhale Nagar Police Line (DOWN),3
898,PMPML,59,Niljyoti Society to Shanipar Stand (UP),3
899,PMPML,59,Shanipar Stand to Niljyoti Society (DOWN),3
902,PMPML,5,Pune Station Moledina Stand to Swargate (UP),3
903,PMPML,5,Swargate to Pune Station Moledina Stand (DOWN),3
906,PMPML,61,Sarola to Balaji Nagar Corner Satara Road (UP),3
907,PMPML,61,Balaji Nagar Corner Satara Road to Sarola (DOWN),3
910,PMPML,64,Nda 10 No. Gate to Bhekrai Nagar (UP),3
913,PMPML,64,Bhekrai Nagar to Nda 10 No. Gate (DOWN),3
914,PMPML,65A,Patas to Hadapsar Gadital Solapur Road (UP),3
915,PMPML,65A,Hadapsar Gadital Solapur Road to Patas (DOWN),3
922,PMPML,67A,Uruli Kanchan to Swargate (UP),3
923,PMPML,67A,Swargate to Uruli Kanchan (DOWN),3
934,PMPML,69,Ghotawadegaon to Marketyard Depot (UP),3
935,PMPML,69,Marketyard Depot to Ghotawadegaon (DOWN),3
943,PMPML,72,Nda 10 No. Gate to Sukhsagar Nagar (UP),3
944,PMPML,72,Sukhsagar Nagar to Nda 10 No. Gate (DOWN),3
959,PMPML,77,Hinjawadi Maan Phase 3 to Ganpati Matha (UP),3
960,PMPML,77,Ganpati Matha to Hinjawadi Maan Phase 3 (DOWN),3
982,PMPML,84A,Sangrun to Deccan Gymkhana (UP),3
983,PMPML,84A,Deccan Gymkhana to Sangrun (DOWN),3
1000,PMPML,86,Paud St Stand to Deccan Gymkhana (UP),3
1001,PMPML,86,Deccan Gymkhana to Paud St Stand (DOWN),3
1002,PMPML,87A,Zilla Parishad Shala Chande to Deccan Gymkhana (UP),3
1003,PMPML,87A,Deccan Gymkhana to Zilla Parishad Shala Chande (DOWN),3
1009,PMPML,87,Sutarwadi Depot to Deccan Gymkhana (UP),3
1013,PMPML,87,Deccan Gymkhana to Sutarwadi Depot (DOWN),3
1016,PMPML,8,Pune Station Moledina Stand to Deccan Gymkhana (UP),3
1017,PMPML,8,Deccan Gymkhana to Pune Station Moledina Stand (DOWN),3
1028,PMPML,94,Pune Station Moledina Stand to Matalwadi Bhugaon (UP),3
1031,PMPML,94,Matalwadi Bhugaon to Pune Station Moledina Stand (DOWN),3
1040,PMPML,98,Kesnand Phata Wagholi to Ganpati Matha (UP),3
1041,PMPML,98,Ganpati Matha to Wagholi Kesnand Phata (DOWN),3
1044,PMPML,99,Kekan Gas to Kothrud Depot (UP),3
1045,PMPML,99,Kothrud Depot to Kekan Gas (DOWN),3
1048,PMPML,AP2,Upper Depot to Katraj Kondhwa Road (UP),3
1049,PMPML,AP2,Katraj Kondhwa Road to Upper Depot (DOWN),3
1108,PMPML,METRO SHUTTLE 20,PANCHSHIL TOWERS E VON GATE NO. 2 Kharadi to Ramwadi Metro Station (UP),3
1109,PMPML,METRO SHUTTLE 20,Ramwadi Metro Station to PANCHSHIL TOWERS E VON GATE NO. 2 Kharadi (DOWN),3
